Status,Full Title,URL,Bedrooms,Bathrooms,Price,SqF,City,Address,PhoneNumber,email,
,,https://chicago.craigslist.org/chc/apa/d/chicago-large-1bed-1br-top-floor-heat/7031791982.html,0BR,1Ba,$995,,(Irving Park),Kedzie near Grace,(630) 532-8155,7e644711582f3d24adc19c088c4ba4a5@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-great-priced-lakeshore-east/7031791964.html,1BR,1Ba,$1790,,(Chicago - Lakeshore East),Kedzie near Grace,(312) 823-2336,7e644711582f3d24adc19c088c4ba4a5@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/arlington-heights-arlington-heights/7032028158.html,1BR,1Ba,$1790,,(Chicago - Lakeshore East),Kedzie near Grace,(312) 823-2336,7e644711582f3d24adc19c088c4ba4a5@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwi/apa/d/gary-refurbished-two-bedroom/7031789812.html,2BR,1Ba,$695,,(Gary, Indiana),2134 S Goebbert Road,,4fb6b3cb31a13aa89d1e320598ec83d0@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/mchenry-shamrock-lane/7032027210.html,2BR,1Ba,$695,,(Gary, Indiana),2134 S Goebbert Road,,4fb6b3cb31a13aa89d1e320598ec83d0@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-1-bedroom/7031788357.html,1BR,1Ba,$1225,,(Logan square / avondale),Belmont near Drake,(847) 417-5697,93460aeb526d3fe2bd6c779196ff35df@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-two-nice-size-br-apt-34-racine/7032024575.html,1BR,1Ba,$1225,,(Logan square / avondale),Belmont near Drake,,93460aeb526d3fe2bd6c779196ff35df@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-must-see-brand-new-old-town/7031781060.html,1BR,1Ba,$1800,,(Chicago - Old Town),3365 S Racine Street near W 34th Place,(312) 953-3442,e43560975227323084d90e68e05fa23d@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwi/apa/d/valparaiso-2-bed-with-laundry-parking/7032024151.html,1BR,1Ba,$1800,,(Chicago - Old Town),3365 S Racine Street near W 34th Place,(630) 532-8155,e43560975227323084d90e68e05fa23d@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/oak-park-6-month-lease-1br-in-oak-park/7031779095.html,1BR,1Ba,$1235,,(Oak Park),sturdy,(630) 532-8155,3098e1d9d613321bb6d83d27c15f3ebe@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/oak-park-6-month-lease-1br-in-oak-park/7031779095.html,1BR,1Ba,$1235,,(Oak Park),sturdy,(630) 532-8155,7686f2b99c4032a09b1646e39e1ccc43@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/chicago-charming-logan-square-home-with/7031778083.html,2BR,1Ba,$897,,(Logan Square),W Cortland St near North Central Park Ave,(630) 532-8155,dc270121548d3284b51f86e5f2d9e7db@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-tremendous-deal-in-ukrainian/7031775158.html,1BR,2Ba,$1297,,(Ukrainian Village),W Rice St near N Washtenaw Ave,(630) 532-8155,864f85eb0c78363582f41daa7ae1ea54@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-100-walk-gold-coast-jr-1-bed/7031774659.html,1BR,1Ba,$1675,,(Chicago - Gold Coast),W Rice St near N Washtenaw Ave,(630) 532-8155,48f0cff1e42c30318a3067762c591622@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-the-alfred-all-new-now-leasing/7031637664.html,0BR,1Ba,$1662,,(the Loop),30 E. Adams near Wabash,(773) 469-1025,777284bb3b4c305bb4d6d1be7237bd13@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-the-alfred-all-new-now-leasing/7031637664.html,2BR,1Ba,$1800,,(Bucktown),2331 N. Western Ave,,68fcf09558a13c84a9ba4c9df34fc087@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-ravenswood-2-room/7031632910.html,2BR,1Ba,$1800,,(Bucktown),2331 N. Western Ave,,68fcf09558a13c84a9ba4c9df34fc087@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-1-bedroom/7031797571.html,1BR,1Ba,$1850,,(Chicago - Lincoln Park),North Winchester Ave near wilson,(773) 549-5443,57334e4e11a03d96a3e3c56ac40824ad@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-big-vintage-studio-clark-surf/7031632177.html,1BR,1Ba,$1850,,(Chicago - Lincoln Park),North Winchester Ave near wilson,(630) 532-8155,57334e4e11a03d96a3e3c56ac40824ad@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/br-unfurnished-apt-with-all-utilities/7031795147.html,0BR,1Ba,$1030,,(Chicago - Lakeview),North Clark St near Diversey,(773) 549-5443,4502d189870e30648a5a33be3e8dba2d@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-rehab-one-bedroom-central-air/7031630592.html,1BR,1Ba,$1235,,(Chicago - Ravenswood),North Winchester Ave near wilson,(708) 912-9174,525235ce8d383e6bb0730e1f50e87d24@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-newly-renovated-1/7031794599.html,1BR,1Ba,$1235,,(Chicago - Ravenswood),North Winchester Ave near wilson,(773) 549-5443,525235ce8d383e6bb0730e1f50e87d24@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-garden-1-bed-great/7031628761.html,1BR,1Ba,$1250,,(Chicago - Lakeview),North Broadway St near cornelia,(630) 532-8155,7fda8d791a543bbc9bff9644c8b9c5f9@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-beautifulspacious-4-bdrm/7031793600.html,1BR,1Ba,$1250,,(Chicago - Lakeview),North Broadway St near cornelia,(773) 549-5443,7fda8d791a543bbc9bff9644c8b9c5f9@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-two-bedroom-two-bath-condo/7031626206.html,2BR,2Ba,$1350,,(4040 S Prairie),40th near Prairie,(773) 549-5443,9fee92f62e42339ab3559e2cc7e271db@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-large-1-bed-eat-in-kitchen/7031626199.html,1BR,1Ba,$1350,,(Chicago - Lakeview),North Broadway St near Addison,(312) 933-3675,c490453234b43fc5b46865437a5ecadb@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-large-1-bed-eat-in-kitchen/7031626199.html,1BR,1Ba,$1350,,(Chicago - Lakeview),North Broadway St near Addison,(847) 922-7108,449b3a3a196538f5a2a3d913233c59dc@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-last-1-bedroom-at-this-price-d/7031792388.html,1BR,1Ba,$1715,,(Chicago - South Loop),North Broadway St near Addison,(773) 549-5443,449b3a3a196538f5a2a3d913233c59dc@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-big-2-bed-sun-room-free-heat-on/7031625270.html,2BR,1Ba,$1395,,(5045 N. Damen Ave. Chicago),North Damen Ave near winnemac,(630) 532-8155,0f5bd3ed78dc3242862d56ed49624e5e@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-big-2-bed-sun-room-free-heat-on/7031625270.html,2BR,1Ba,$995,,(Irving Park),Kedzie near Grace,(630) 532-8155,660509d533673550a0edeabc9e57731e@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-great-priced-lakeshore-east/7031791964.html,1BR,1Ba,$1790,,(Chicago - Lakeshore East),North Damen Ave near winnemac,(630) 532-8155,7153ee51eb953d8bbd4df5af7354ac0f@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-big-vintage-end-unit-1-bed-on/7031624473.html,1BR,1Ba,$1790,,(Chicago - Lakeshore East),West Melrose St near Broadway,(630) 532-8155,b58161c1f18a3e6dacf3ef8cf04ae493@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwi/apa/d/gary-refurbished-two-bedroom/7031789812.html,2BR,1Ba,$695,,(Gary, Indiana),West Melrose St near Broadway,(630) 532-8155,f86c6f98ebb53b61a5eaadc78452b9fe@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-lovely-updt-multi-rm-studio/7031623201.html,2BR,1Ba,$695,,(Gary, Indiana),Greenleaf near Ashland,(630) 532-8155,90842b2c191f332c894bd7ae541d9701@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-1-bedroom/7031788357.html,1BR,1Ba,$1225,,(Logan square / avondale),Belmont near Drake,(630) 532-8155,56e22088c6913341aa03ccc2f15d7c30@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwi/apa/d/customize-your-own-apt-great-apartments/7031622524.html,1BR,1Ba,$1225,,(Logan square / avondale),Belmont near Drake,(630) 532-8155,071cd14bd1813b2c880a14a56e1d57dc@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-must-see-brand-new-old-town/7031781060.html,1BR,1Ba,$1800,,(Chicago - Old Town),96th street near merrillville road,(630) 532-8155,07b7f352890539a0ab722fd21f68ab5d@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-must-see-brand-new-old-town/7031781060.html,1BR,1Ba,$1800,,(Chicago - Old Town),barry near SOUTHPORT,(630) 532-8155,07b7f352890539a0ab722fd21f68ab5d@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/arlington-heights-arlington-heights/7031621743.html,1BR,1Ba,$1800,,(Chicago - Old Town),barry near SOUTHPORT,(630) 532-8155,07b7f352890539a0ab722fd21f68ab5d@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/oak-park-6-month-lease-1br-in-oak-park/7031779095.html,1BR,1Ba,$1235,,(Oak Park),2134 S Goebbert Road,(630) 532-8155,2b277585ac3f3834914fd2d32f3673e3@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/chicago-charming-logan-square-home-with/7031778083.html,2BR,1Ba,$897,,(Logan Square),W Cortland St near North Central Park Ave,(630) 532-8155,59ed8e156dc233b791db18279a86d5fa@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/arlington-heights-arlington-heights/7031621743.html,1BR,2Ba,$1297,,(Ukrainian Village),W Rice St near N Washtenaw Ave,(630) 532-8155,3332adc890233417bc6331336826cc9d@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-100-walk-gold-coast-jr-1-bed/7031774659.html,1BR,1Ba,$1675,,(Chicago - Gold Coast),2134 S Goebbert Road,(630) 532-8155,e2ae155445183ff99a5aa96415767c6f@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-huge-4br-3-full-bath/7031621739.html,1BR,1Ba,$1675,,(Chicago - Gold Coast),1100 W. Webster near Seminary,(630) 532-8155,2ffdd14723383aa3a254cec506d581cb@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-3-bed-2-bath-west-town/7031774289.html,3BR,2Ba,$3200,,(WEST TOWN/ DOWNTOWN),GRAND near NOBLE,(630) 532-8155,4489a69789a83f9d96a34ae1b3fcb4e6@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-hermosa-2-bedroom-apartment/7031620121.html,3BR,2Ba,$3200,,(WEST TOWN/ DOWNTOWN),GRAND near NOBLE,(630) 532-8155,49f792ae421e3fd4a7b39aaa0f4e256b@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-wicker-park-home-with/7031774279.html,2BR,1Ba,$897,,(Wicker Park),N Campbell Ave #2 near West North Avenue,(630) 532-8155,58354a8f2fd43134b52a1b80ba74a7bf@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-great-finishes-in-this-south/7031773958.html,1BR,1Ba,$1735,,(Chicago - South Loop),N Campbell Ave #2 near West North Avenue,(630) 532-8155,8ed2873f2db434d780e5fd4606701986@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/berwyn-1-bedroom-heat-included-825/7031619621.html,1BR,1Ba,$825,,(Berwyn),6933 Stanley Ave,(630) 532-8155,ef88564add093675b108f3ad325b8f87@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-apartment-all/7031773185.html,2BR,1Ba,$1500,,(Irving park),3926 n.Bernard st. near Irving park,(630) 532-8155,afada61d5d4e3f14a5dedca55cd5e188@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-great-vintage-garden-2-bedroom/7031618967.html,2BR,1Ba,$1490,,(Chicago - Lakeview),North Clark St near Diversey,(630) 532-8155,e8f71d29786536cf8e26ca623d1a1d6b@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-6-br-15bth-house/7031772320.html,6BR,1.5Ba,$1400,,(Chicago - Lakeview),71th St near Champlain,(630) 532-8155,132468cf7d763be68bb5396de229c1f2@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-historic-uptown-gem-1-month/7031618802.html,0BR,1Ba,$877,,(Uptown),1020 W. Lawrence near Kenmore,(630) 532-8155,b8269e8113d83e6286a65c49e3a377d4@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-completely-remodeled-home-in/7031768409.html,1BR,1Ba,$1197,,(Logan Square),2635 N Avers Ave near W Wrightwood Ave,(630) 532-8155,173070ab71a3306f92b71275e21c850b@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-duplex-in-iconic/7031767298.html,1BR,1Ba,$1297,,(Bucktown),N Leavitt St near W Lyndale St,(630) 532-8155,173070ab71a3306f92b71275e21c850b@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/arlington-heights-spacious-1-bedroom/7031617503.html,1BR,1Ba,$1297,,(Bucktown),N Leavitt St near W Lyndale St,(630) 532-8155,37ed8102b9a43c838d22ccfd7eced633@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-fully-furnished-2bed-1-bath/7031766849.html,2BR,1Ba,$1500,,(Irving Park),Irving Park near Kimball,(630) 532-8155,c453e7b8750f3af48094ab57617cb278@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-modern-2-bed-free-heat-corner/7031616891.html,2BR,1Ba,$1500,,(Irving Park),Irving Park near Kimball,(630) 532-8155,0927985575fc30bb9cd041128b3fa763@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-pilsen-townhouse-with/7031766214.html,1BR,1.5Ba,$1397,,(Pilsen),W 21st Pl near S Damen Ave,(630) 532-8155,78a2dae0f1d636debbe4141743ed7688@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-great-ravenswood-true-1-bedroom/7031765679.html,1BR,1Ba,$1643,,(Chicago - Ravenswood),North Leavitt St near W. Giddings,(630) 532-8155,a2502c5c05163c46aac9d002362fd5b2@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-spectacular-newly-renovated/7031765272.html,800,1Ba,$1097,,(Pilsen),W 22nd Pl near S Damen Ave,(630) 532-8155,a2502c5c05163c46aac9d002362fd5b2@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-citywide-rentals-b-apartments/7031614487.html,800,1Ba,$1097,,(Pilsen),W 22nd Pl near S Damen Ave,(630) 532-8155,486d5d94cbd83afdad788fb75a645106@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-charming-duplex-featuring/7031764345.html,1BR,1Ba,$1197,,(Bucktown),W Montana St near N Western Ave,(630) 532-8155,8bf7d16283a036b08c33b7fdace6ccaa@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/streamwood-updated-coach-townhome-condo/7031763500.html,2BR,1Ba,$1375,,(Schaumburg, IL),25 Ashburn Court,(630) 532-8155,84e29830b4ec3104879a6ee11535a877@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-huge-2-bedroom-on-65th-ashland/7031762545.html,2BR,1Ba,$1000,,(Chicago),65th near ashland,(630) 532-8155,a06cfd4833fd3e06b869e0c4f9bbcf85@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-one-bedroom-perfect/7031614382.html,1BR,1Ba,$1535,,(Chicago - Lakeview),West Briar Pl near NORTH BROADWAY,(630) 532-8155,da308b1c96153aadb11c27b66144d65a@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-prime-location-for-river-north/7031761387.html,1BR,1Ba,$1565,,(Chicago - River North),West Briar Pl near NORTH BROADWAY,(630) 532-8155,5d4692171956360f8543748b8fe1d263@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-ground-level-updated-two-bed/7031613584.html,2BR,1Ba,$1550,,(Chicago - Lakeview),North Pine Grove Ave near sheridan,,2db8af779e023e4585d77600daf9d1c5@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-south-shore-finest/7031760864.html,3BR,1.5Ba,$1400,,(Chicago),Phillips near 79th,,b02d94308f90389d940284ad5474ebce@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-rehab-1-bedroom-gem-heat-inc/7031612885.html,1BR,1Ba,$1575,,(Chicago - Ravenswood),North Winchester Ave near wilson,,47b20830a0fb3d57a32522c78163225e@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-rehab-1-bedroom-gem-heat-inc/7031612885.html,1BR,1Ba,$1575,,(Chicago - Ravenswood),North Winchester Ave near wilson,,527e5c9a5fd43c489f8b65377a1dfb5a@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-greenview-cornelia-spacious-2/7031612119.html,2BR,1Ba,$1575,,(Chicago - Lakeview),North Greenview near Cornelia,,20937f14ad8a3299be26891cc9995242@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-west-lakeview-home/7031756397.html,2BR,1.5Ba,$1997,,(West Lakeview),N Clybourn Ave near N Leavitt St,,a1a560a151173fb5a7824dba0be61c3e@hous.craigslist.org,,
,,https://chicago.craigslist.org/sox/apa/d/chicago-used-mobile-home-lot-22/7031756057.html,2BR,1.5Ba,$1997,,(West Lakeview),N Clybourn Ave near N Leavitt St,,a1a560a151173fb5a7824dba0be61c3e@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-heat-is-free-finishes-are/7031609089.html,2BR,1Ba,$1590,,(Chicago - Ravenswood),North Leavitt St near W. Giddings,,abf7c3b42d7630ed99452a6b8b02983a@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-2-bedrooms-2-baths-2-parking/7031755690.html,2BR,1Ba,$1590,,(Chicago - Ravenswood),North Leavitt St near W. Giddings,,abf7c3b42d7630ed99452a6b8b02983a@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwi/apa/d/new-floors-new-baths-new-plank-fl/7031608541.html,2BR,1Ba,$960,,(Crown Point, IN),96th street near merrillville road,,ecf5632841173562b408be7e4ae62b7e@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-inviting-bright-wicker-park/7031754184.html,2BR,1Ba,$960,,(Crown Point, IN),96th street near merrillville road,,ecf5632841173562b408be7e4ae62b7e@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-evanston-brand-new-2br-2ba-in/7031608504.html,3BR,1Ba,$1997,,(Wicker Park),W Moffat St near North Damen Avenue,,fc30df58f1f838afb71a09a2c706e9c2@hous.craigslist.org,,
,,https://chicago.craigslist.org/sox/apa/d/chicago-3-bedroom-2-bath-apartment-for/7031753241.html,2BR,2Ba,$1745,,(Evanston - 852 Ridge),Ridge Ave near Main St,,3ae9c9204cbe3a0b9600b5e6d2ae5cec@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-2br-2ba-in-lincoln-park-with/7031608282.html,2BR,2Ba,$2800,,(Lincoln Park/DePaul),Ridge Ave near Main St,,a7243af5b20a3ace8de589532e4a8613@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-downtown-evanston-efficiency/7031607435.html,0BR,1Ba,$875,,(Evanston- 1570 Oak),Oak near Davis,,73488f1add9d3c739aa84607921ecce5@hous.craigslist.org,,
,,https://chicago.craigslist.org/sox/apa/d/chicago-3-bedroom-2-bath-apartment-for/7031753241.html,3BR,2Ba,$900,,(Burnham),Reba Place near Elmwood,,aee9c57133ad3c0982c1d8a8494f48c9@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-awesome-north-evanston-1br/7031606561.html,1BR,1Ba,$1125,,(Evanston - 2306 Central),Central near Walnut,,70c0f159f4583cb4aeaacc7de8e81bf6@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-evanston-beautifully-cared-for/7031606005.html,2BR,1Ba,$1600,,(Evanston at Ashland & Craine St.),Ashland near Greenleaf,,53d66131ba1939b8aecc0d98c1475b52@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-noble-square-home/7031752085.html,2BR,1Ba,$1497,,(Noble Square),W Superior St near Ashland Avenue,,01780832e0b83260a87771787871cb71@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/cicero-cicero-3-br-1bath-appartment/7031746524.html,3BR,1Ba,$1000,,(Cicero),19 th near 61st court,,13bfae438a9c3c3ba04f539dd2f2ab95@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/antioch-2-2-ranch-for-rent-on-antioch/7031746419.html,2BR,2Ba,$1400,,(Antioch),39764 N Teeside Court,,17027907a9bd382cb07009216d2e9747@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/aurora-3-bedroom-duplex-district-204/7031746014.html,3BR,1.5Ba,$1500,,(Antioch),39764 N Teeside Court,,17027907a9bd382cb07009216d2e9747@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-be-the-first-to-enjoy-new-gut/7031605561.html,3BR,1.5Ba,$1500,,(Antioch),39764 N Teeside Court,,7b887803fb2f3bdaa17d6394b6ea92ea@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-outstanding-se-evanston-2br/7031745620.html,2BR,1Ba,$1435,,(Evanston-614 Sheridan),Sheridan Road near Keeney,,8093e5ece7953dd6938e2fdef69176a8@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/lake-bluff-2bd-1ba-lake-bluff/7031744585.html,2BR,1Ba,$1359,,(Lake Bluff),13000 W Heiden circle,,3306f04c2993390dbee8ca73d172ec4a@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-evanston-newly-remodeled-2br/7031605392.html,2BR,1Ba,$1775,,(Evanston- 2118 Keeney),Keeney near Dodge,,378cf76ca7b73c0187adc86f9a876011@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-big-bright-se-evanston-1br/7031604910.html,2BR,1Ba,$1775,,(Evanston- 2118 Keeney),Keeney near Dodge,,378cf76ca7b73c0187adc86f9a876011@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-one-bed-one-bath-close-to-the/7031744530.html,1BR,1Ba,$2000,,(chicago loop),ROOSEVELT near WABASH,,b9cff32ae3c43d6abdfbc7302b7fdb18@hous.craigslist.org,,
,,https://chicago.craigslist.org/wcl/apa/d/arlington-heights-2-bed-2-bath/7031604718.html,2BR,2Ba,$1419,,(chicago loop),2134 S Goebbert Road,,9111adb4d4353c19b78821efbd9e3917@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-big-downtown-evanston-2br-all/7031744497.html,2BR,1.5Ba,$1395,,(Evanston - 1570 Oak),Oak near Davis,,c5371625bf723f4398d718c530a0b7ea@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/schiller-park-2-bedroom-1-bath/7031743383.html,2BR,1.5Ba,$1395,,(Evanston - 1570 Oak),Oak near Davis,,c5371625bf723f4398d718c530a0b7ea@hous.craigslist.org,,
,,https://chicago.craigslist.org/sox/apa/d/chicago-mid-rise-building-in-unit-d/7031604489.html,2BR,1Ba,$1150,,(Ohare /Cumberland Bryn Mawr/),Catalpa near Cumberland,,a3910335be2031be81851705f682a7a4@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/lincolnwood-apartment-for-rent-in/7031743244.html,2BR,2Ba,$1800,,(Lincolnwood),4601 W Touhy,,5a7cdcb5666a32e889fcb8f74e517d3d@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/elmhurst-3-bedroom-15-bath-condo-for/7031742781.html,3BR,1.5Ba,$1495,,(Elmhurst),600 S. York,,5a7cdcb5666a32e889fcb8f74e517d3d@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/evanston-massive-north-evanston-studio/7031604455.html,0BR,1Ba,$975,,(Evanston- 2544 Prairie ave),Central Street near Prairie,,e23906b26ccf30d3aad42084f11bee2a@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-2-bedroom-garden-apt-on/7031603731.html,2BR,1Ba,$1200,,(6575 N. Lakewood),Albion near Lakewood,,4c316d574ff9374184e1eeee983d1f0d@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-one-bedroom-on-mildred/7031741389.html,1BR,1Ba,$1425,,(Lakeview),2817 N. Mildred,,539a64009046302d97b85a9955ba5e5c@hous.craigslist.org,,
,,https://chicago.craigslist.org/sox/apa/d/oak-park-pre-winter-apartment-specials/7031602889.html,1BR,1Ba,$1425,,(Lakeview),2817 N. Mildred,,4d810122ba293330b5d6e718e4409378@hous.craigslist.org,,
,,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-2-bedroom-in-secure/7031734366.html,2BR,1Ba,$750,,(1500 W 51st),51st near LAFLIN,,4d810122ba293330b5d6e718e4409378@hous.craigslist.org,,
,,https://chicago.craigslist.org/nwc/apa/d/woodstock-2-bdr-1-bath-townhome-laundry/7031732240.html,2BR,1Ba,$1000,,(WOODSTOCK),51st near LAFLIN,,17f85e00b9cd32feb809cc59c86e46a9@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/glencoe-storage-cherry-cabinets-large/7031601529.html,2BR,1Ba,$1340,,(WOODSTOCK),624 Sheridan Rd,,17f85e00b9cd32feb809cc59c86e46a9@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/glencoe-storage-cherry-cabinets-large/7031601529.html,2BR,1Ba,$1340,,(Highland Park ,il),624 Sheridan Rd,,4a5c1b4be9b03b41b621916999d6de60@hous.craigslist.org,,
,,https://chicago.craigslist.org/nch/apa/d/niles-6920-rosemary-line/7031729316.html,2BR,1Ba,$1340,,(Highland Park ,il),624 Sheridan Rd,,4a5c1b4be9b03b41b621916999d6de60@hous.craigslist.org,,
,,https://chicago.craigslist.org/sox/apa/d/oak-park-pre-winter-apartment-specials/7031599563.html,2BR,1Ba,$1300,,(Niles),6920 Rosemary line,,5f3b605aa152349f9bc91c9b253e3ddf@hous.craigslist.org,,
